"","index","employees.employee.employment.public.union.board.political.labor.employer.government","general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr","communist.party.organization.board.foreign.registration.act.control.movement.organizations","school.religious.schools.student.establishment.religion.students.forum.program.university","grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation","mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house","act.congress.committee.answer.service.inquiry.president.united.questions.security","opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj","speech.government.interest.act.interests.governmental.opinion.case.united.states","advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting","candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign","injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief","limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate","affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed","false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial","solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north","flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group","obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors","religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales","ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation","syllabus","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","landmark"
"432",431,0.331569664902998,0.188712522045855,0,0,0.00881834215167548,0,0.0123456790123457,0.160493827160494,0.296296296296296,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,"syllabus432","1994-024","1994-024-01","1994-024-01-01","1994-024-01-01-01","2/22/1995",1,"513 U.S. 454",1994,1607,"Rehnquist","93-1170","UNITED STATES, et al. v. NATIONAL TREASURY EMPLOYEES UNION et al.","11/8/1994","",27,NA,249,NA,1,NA,NA,0,55,NA,32,NA,1,12,2,2,2,7,0,0,0,0,30010,3,2,0,1,NA,2,200,"",103,103,1,6,3,"No"
"433",432,0,0.21301775147929,0.00591715976331361,0.00591715976331361,0,0,0,0.106508875739645,0.254437869822485,0,0,0,0.109467455621302,0.029585798816568,0.0118343195266272,0.171597633136095,0.00887573964497041,0.0502958579881657,0,0.0325443786982249,"syllabus433","1994-045","1994-045-01","1994-045-01-01","1994-045-01-01-01","4/19/1995",1,"514 U.S. 334",1994,1607,"Rehnquist","93-986","JOSEPH MCINTYRE, EXECUTOR OF ESTATE OF MARGARET MCINTYRE, DECEASED v. OHIO ELECTIONS COMMISSION","10/12/1994","",218,NA,4,41,1,117,41,0,302,41,300,41,1,10,2,1,3,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",103,103,1,7,2,"No"
"434",433,0.00280898876404494,0.0898876404494382,0,0,0,0,0,0.146067415730337,0.241573033707865,0.485955056179775,0,0,0,0.00561797752808989,0.00280898876404494,0.0252808988764045,0,0,0,0,"syllabus434","1994-048","1994-048-01","1994-048-01-01","1994-048-01-01-01","4/19/1995",1,"514 U.S. 476",1994,1607,"Rehnquist","93-1631","ROBERT E. RUBIN, SECRETARY OF THE TREASURY v. COORS BREWING COMPANY","11/30/1994","",408,NA,118,NA,1,NA,NA,0,52,NA,30,NA,0,11,2,2,2,2,0,0,0,0,30020,3,2,0,1,NA,6,600,"27 U.S.C. § 205",108,102,1,9,0,"No"
"435",434,0.00255754475703325,0.143222506393862,0,0.0434782608695652,0.0051150895140665,0,0,0.166240409207161,0.115089514066496,0.00767263427109974,0,0,0,0.230179028132992,0,0,0,0.0153452685421995,0,0.271099744245524,"syllabus435","1994-083","1994-083-01","1994-083-01-01","1994-083-01-01-01","6/19/1995",1,"515 U.S. 557",1994,1607,"Rehnquist","94-749","JOHN J. HURLEY AND SOUTH BOSTON ALLIED WAR VETERANS COUNCIL v. IRISH-AMERICAN GAY, LESBIAN AND BISEXUAL GROUP OF BOSTON, ETC., et al.","4/25/1995","",250,NA,162,NA,1,NA,NA,0,302,26,300,26,1,11,2,1,3,4,0,1,0,0,30150,3,2,0,2,NA,2,200,"",107,102,1,9,0,"No"
"436",435,0.0204081632653061,0.0102040816326531,0,0.275510204081633,0.0102040816326531,0,0.0102040816326531,0.428571428571429,0,0,0,0,0,0,0,0,0.224489795918367,0,0,0.0204081632653061,"syllabus436","1994-090","1994-090-01","1994-090-01-01","1994-090-01-01-01","6/29/1995",1,"515 U.S. 753",1994,1607,"Rehnquist","94-780","CAPITOL SQUARE REVIEW AND ADVISORY BOARD, et al. v. VINCENT J. PINETTE, DONNIE A. CARR AND KNIGHTS OF THE KU KLUX KLAN","4/26/1995","",3,41,218,NA,1,NA,NA,0,104,NA,26,NA,0,2,2,1,1,2,0,0,0,0,30170,3,1,0,2,NA,2,203,"",105,102,1,7,2,"No"
"437",436,0,0.0635451505016722,0.0234113712374582,0.496655518394649,0,0,0,0.157190635451505,0.187290969899666,0,0,0,0.0167224080267559,0.00501672240802676,0.00668896321070234,0,0,0,0.0434782608695652,0,"syllabus437","1994-091","1994-091-01","1994-091-01-01","1994-091-01-01-01","6/29/1995",1,"515 U.S. 819",1994,1607,"Rehnquist","94-329","RONALD W. ROSENBERGER, et al. v. RECTOR AND VISITORS OF THE UNIVERSITY OF VIRGINIA et al.","3/1/1995","",239,NA,26,55,1,NA,NA,0,127,NA,24,NA,0,12,2,2,1,3,0,1,0,0,30170,3,1,0,2,NA,2,203,"",106,102,1,5,4,"No"
"438",437,0.010989010989011,0,0,0,0.032967032967033,0,0,0.307692307692308,0,0.362637362637363,0,0.142857142857143,0,0.010989010989011,0,0,0,0.010989010989011,0,0.120879120879121,"syllabus438","1995-049","1995-049-01","1995-049-01-01","1995-049-01-01-01","5/13/1996",1,"517 U.S. 484",1995,1607,"Rehnquist","94-1140","44 LIQUORMART, INC. AND PEOPLES SUPER LIQUOR STORES, INC. v. RHODE ISLAND AND RHODE ISLAND LIQUOR STORES ASSOCIATION","11/1/1995","",115,NA,28,47,1,NA,NA,0,113,NA,21,NA,0,10,3,1,3,3,0,1,1,0,30020,3,2,0,2,NA,2,200,"",103,102,1,9,0,"No"
"439",438,0,0,0,0,0,0,0.0241935483870968,0.274193548387097,0,0,0.00806451612903226,0.032258064516129,0.653225806451613,0,0,0,0.00806451612903226,0,0,0,"syllabus439","1995-086","1995-086-01","1995-086-01-01","1995-086-01-01-01","6/26/1996",7,"518 U.S. 604",1995,1607,"Rehnquist","95-489","COLORADO REPUBLICAN FEDERAL CAMPAIGN COMMITTEE AND DOUGLAS JONES, TREASURER v. FEDERAL ELECTION COMMISSION","4/15/1996","",211,NA,343,NA,1,43,NA,0,52,NA,30,NA,0,11,4,1,2,5,0,1,0,0,30140,3,1,0,1,NA,3,330,"",110,102,1,7,2,"No"
"440",439,0.401913875598086,0.133971291866029,0.00239234449760766,0,0,0,0.00239234449760766,0.100478468899522,0.320574162679426,0.00956937799043062,0,0,0.0143540669856459,0.00239234449760766,0.00956937799043062,0,0,0,0,0.00239234449760766,"syllabus440","1995-088","1995-088-01","1995-088-01-01","1995-088-01-01-01","6/28/1996",1,"518 U.S. 668",1995,1607,"Rehnquist","94-1654","BD. OF COUNTY COMM'RS v. UMBEHR","11/28/1995","",5,20,176,NA,1,NA,NA,0,72,NA,30,NA,0,2,4,2,1,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",104,102,1,7,2,"No"
"441",440,0.452214452214452,0.0466200466200466,0,0,0,0,0.00466200466200466,0.207459207459207,0.256410256410256,0,0,0,0.0186480186480186,0.00932400932400932,0,0,0,0,0,0.00466200466200466,"syllabus441","1995-089","1995-089-01","1995-089-01-01","1995-089-01-01-01","6/28/1996",1,"518 U.S. 712",1995,1607,"Rehnquist","95-191","O'HARE TRUCK SERVICE, INCORPORATED, et al. v. CITY OF NORTHLAKE et al.","3/20/1996","",176,NA,3,17,1,NA,NA,0,66,NA,27,NA,0,2,2,1,1,4,0,1,0,0,30010,3,2,0,2,NA,2,201,"",106,102,1,7,2,"No"
"442",441,0,0,0,0,0,0,0,0.406015037593985,0.075187969924812,0.488721804511278,0.0225563909774436,0,0.0075187969924812,0,0,0,0,0,0,0,"syllabus442","1995-090","1995-090-01","1995-090-01-01","1995-090-01-01-01","6/28/1996",7,"518 U.S. 727",1995,1607,"Rehnquist","95-124","DENVER AREA EDUCATIONAL TELECOMMUNICATIONS CONSORTIUM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.","2/21/1996","",124,NA,338,NA,1,38,NA,0,32,NA,32,NA,1,12,2,1,2,2,0,0,0,0,30010,3,1,0,1,NA,6,600,"47 U.S.C. § 532",110,102,1,7,2,"No"
"443",442,0,0,0.00819672131147541,0,0,0,0,0.237704918032787,0.483606557377049,0.229508196721311,0,0,0.00819672131147541,0,0.00819672131147541,0,0,0,0.0245901639344262,0,"syllabus443","1996-039","1996-039-01","1996-039-01-01","1996-039-01-01-01","3/31/1997",1,"520 U.S. 180",1996,1607,"Rehnquist","95-992","TURNER BROADCASTING SYSTEM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.","10/7/1996","",124,NA,338,NA,2,NA,NA,1,55,NA,55,NA,1,1,NA,1,1,2,0,0,0,0,30010,3,1,0,1,NA,6,600,"47 U.S.C. § 534",106,102,1,5,4,"No"
"444",443,0.0158730158730159,0.0603174603174603,0.0222222222222222,0.603174603174603,0,0.00105820105820106,0.00211640211640212,0.138624338624339,0.132275132275132,0,0,0.0201058201058201,0.00423280423280423,0,0,0,0,0,0,0,"syllabus444","1996-080","1996-080-01","1996-080-01-01","1996-080-01-01-01","6/23/1997",1,"521 U.S. 203",1996,1607,"Rehnquist","96-552","RACHEL AGOSTINI, et al. v. BETTY-LOUISE FELTON et al.","4/15/1997","",202,NA,25,37,1,NA,NA,0,94,NA,22,NA,0,12,2,2,1,4,0,1,1,0,30180,3,1,0,2,NA,2,203,"",104,102,1,5,4,"No"
"445",444,0,0.0590277777777778,0,0,0,0.00520833333333333,0.00173611111111111,0.184027777777778,0.15625,0.541666666666667,0.0104166666666667,0.0138888888888889,0.0260416666666667,0,0,0,0,0,0,0.00173611111111111,"syllabus445","1996-086","1996-086-01","1996-086-01-01","1996-086-01-01-01","6/25/1997",1,"521 U.S. 457",1996,1607,"Rehnquist","95-1184","DAN GLICKMAN, SECRETARY OF AGRICULTURE v. WILEMAN BROTHERS & ELLIOTT, INC., et al.","12/2/1996","",304,NA,152,NA,1,4,NA,0,49,NA,29,NA,0,2,7,2,1,3,0,1,0,0,30020,3,1,0,1,5,2,200,"",103,103,1,5,4,"No"
"446",445,0,0.452091767881242,0.00134952766531714,0,0,0,0.0850202429149798,0.0674763832658569,0.218623481781377,0,0.00404858299595142,0,0.00134952766531714,0.0067476383265857,0,0,0,0,0.156545209176788,0.0067476383265857,"syllabus446","1996-087","1996-087-01","1996-087-01-01","1996-087-01-01-01","6/25/1997",1,"521 U.S. 507",1996,1607,"Rehnquist","95-2074","CITY OF BOERNE v. P. F. FLORES, ARCHBISHOP OF SAN ANTONIO, AND UNITED STATES","2/19/1997","",3,51,130,NA,1,NA,NA,0,122,NA,25,NA,0,12,4,2,2,3,0,1,0,0,30160,3,1,0,2,NA,2,232,"",106,102,1,6,3,"No"
"447",446,0,0.266743648960739,0.00115473441108545,0,0,0.0046189376443418,0,0.0554272517321016,0.340646651270208,0.0796766743648961,0,0.0196304849884527,0,0,0,0,0,0.227482678983834,0.00115473441108545,0.00346420323325635,"syllabus447","1996-094","1996-094-01","1996-094-01-01","1996-094-01-01-01","6/26/1997",1,"521 U.S. 844",1996,1607,"Rehnquist","96-511","JANET RENO, ATTORNEY GENERAL OF THE UNITED STATES, et al. v. AMERICAN CIVIL LIBERTIES UNION et al.","3/19/1997","",1,NA,207,NA,2,NA,NA,1,109,NA,109,NA,0,1,NA,2,2,2,0,0,0,0,30200,3,2,0,1,NA,2,200,"",103,102,1,9,0,"Yes"
"448",447,0,0.430335097001764,0,0.174603174603175,0,0,0,0.091710758377425,0.141093474426808,0.00705467372134039,0.0881834215167548,0,0,0,0.00529100529100529,0.00705467372134039,0,0.00529100529100529,0,0.0493827160493827,"syllabus448","1997-065","1997-065-01","1997-065-01-01","1997-065-01-01-01","5/18/1998",1,"523 U.S. 666",1997,1607,"Rehnquist","96-779","ARKANSAS EDUCATIONAL TELEVISION COMMISSION v. RALPH P. FORBES","10/8/1997","",191,NA,211,NA,1,NA,NA,0,47,NA,28,NA,0,3,4,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",106,102,1,6,3,"No"
"449",448,0,0.383912248628885,0.00731261425959781,0.0877513711151737,0,0,0.0127970749542962,0.184643510054845,0.23400365630713,0.0146252285191956,0.0237659963436929,0,0.0036563071297989,0,0.00182815356489945,0,0,0.0457038391224863,0,0,"syllabus449","1997-097","1997-097-01","1997-097-01-01","1997-097-01-01-01","6/25/1998",1,"524 U.S. 569",1997,1607,"Rehnquist","97-371","NATIONAL ENDOWMENT FOR THE ARTS, et al. v. KAREN FINLEY, et al.","3/31/1998","",379,NA,156,NA,1,79,NA,0,48,NA,29,NA,1,12,2,2,1,4,0,1,0,0,30010,3,1,0,1,NA,2,200,"",104,102,1,8,1,"Yes"
"450",449,0,0.0247718383311604,0.00130378096479791,0,0.00521512385919166,0.00391134289439374,0.00651890482398957,0.142112125162973,0.135593220338983,0,0.0717079530638853,0,0.045632333767927,0,0.00130378096479791,0.560625814863103,0.00130378096479791,0,0,0,"syllabus450","1998-012","1998-012-01","1998-012-01-01","1998-012-01-01-01","1/12/1999",1,"525 U.S. 182",1998,1607,"Rehnquist","97-930","VICTORIA BUCKLEY, SECRETARY OF STATE OF COLORADO v. AMERICAN CONSTITUTIONAL LAW FOUNDATION, INC., et al.","10/14/1998","",19,7,207,NA,1,NA,NA,0,52,NA,30,NA,0,12,6,2,3,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",109,103,1,6,3,"No"
"451",450,0,0.219330855018587,0,0,0.0111524163568773,0,0.00185873605947955,0.111524163568773,0.21003717472119,0.438661710037175,0,0.00557620817843866,0,0.00185873605947955,0,0,0,0,0,0,"syllabus451","1998-072","1998-072-01","1998-072-01-01","1998-072-01-01-01","6/14/1999",1,"527 U.S. 173",1998,1607,"Rehnquist","98-387","GREATER NEW ORLEANS BROADCASTING ASSOCIATION, INC., ETC., et al. v. UNITED STATES et al.","4/27/1999","",191,NA,27,NA,1,NA,NA,0,75,NA,25,NA,1,2,2,1,2,3,0,1,0,0,30020,3,2,0,1,NA,2,200,"",103,102,1,9,0,"No"
"452",451,0,0.472622478386167,0,0.00864553314121038,0.0979827089337176,0,0,0.247838616714697,0.0518731988472622,0.0230547550432277,0.0172910662824208,0.00288184438040346,0,0.0778097982708934,0,0,0,0,0,0,"syllabus452","1999-011","1999-011-01","1999-011-01-01","1999-011-01-01-01","12/7/1999",1,"528 U.S. 32",1999,1607,"Rehnquist","98-678","LOS ANGELES POLICE DEPARTMENT v. UNITED REPORTING PUBLISHING CORPORATION","10/13/1999","",3,6,220,NA,1,NA,NA,0,51,NA,29,NA,0,12,2,2,1,3,0,1,0,0,30020,3,1,0,2,NA,2,200,"",102,102,1,7,2,"No"
"453",452,0,0.123456790123457,0.00137174211248285,0,0,0,0,0.126200274348422,0.282578875171468,0,0.0617283950617284,0,0.39917695473251,0.00137174211248285,0,0.00411522633744856,0,0,0,0,"syllabus453","1999-026","1999-026-01","1999-026-01-01","1999-026-01-01-01","1/24/2000",1,"528 U.S. 377",1999,1607,"Rehnquist","98-963","JEREMIAH W. (JAY) NIXON, ATTORNEY GENERAL OF MISSOURI, et al. v. SHRINK MISSOURI GOVERNMENT PAC et al.","10/5/1999","",19,30,211,NA,1,NA,NA,0,86,NA,28,NA,0,10,4,1,1,4,0,1,0,0,30140,3,2,0,7,2,2,200,"",107,102,1,6,3,"No"
"454",453,0.0593080724876442,0.270181219110379,0,0.392092257001647,0,0,0,0.0906095551894563,0.125205930807249,0,0,0.00329489291598023,0,0,0,0.0560131795716639,0,0.00329489291598023,0,0,"syllabus454","1999-041","1999-041-01","1999-041-01-01","1999-041-01-01-01","3/22/2000",1,"529 U.S. 217",1999,1607,"Rehnquist","98-1189","BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM v. SCOTT HAROLD SOUTHWORTH, et al.","11/9/1999","",26,58,239,NA,1,NA,NA,0,133,NA,27,NA,1,3,7,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",106,102,1,9,0,"Yes"
"455",454,0,0,0.0135135135135135,0.027027027027027,0,0,0,0.283783783783784,0.121621621621622,0,0,0,0,0,0,0,0,0.00675675675675676,0,0.547297297297297,"syllabus455","1999-044","1999-044-01","1999-044-01-01","1999-044-01-01-01","3/29/2000",1,"529 U.S. 277",1999,1607,"Rehnquist","98-1161","CITY OF ERIE, et al. v. PAP'S A. M., TDBA 'KANDYLAND'","11/10/1999","",3,45,242,NA,1,NA,NA,0,302,45,300,45,0,12,3,2,1,4,0,1,0,0,30190,3,1,0,2,NA,2,200,"",104,102,1,6,3,"No"
"456",455,0.00363636363636364,0.0545454545454545,0.00363636363636364,0.0109090909090909,0,0.00181818181818182,0.00545454545454545,0.0836363636363636,0.470909090909091,0.318181818181818,0,0.00727272727272727,0.00181818181818182,0.00363636363636364,0,0,0,0.0345454545454545,0,0,"syllabus456","1999-063","1999-063-01","1999-063-01-01","1999-063-01-01-01","5/22/2000",1,"529 U.S. 803",1999,1607,"Rehnquist","98-1682","UNITED STATES, et al. v. PLAYBOY ENTERTAINMENT GROUP, INC.","11/30/1999","",27,NA,124,NA,2,NA,NA,1,54,NA,54,NA,0,1,9,2,2,2,0,0,0,0,30010,3,2,0,1,NA,6,600,"47 U.S.C. § 561",106,103,1,5,4,"Yes"
"457",456,0,0.273492286115007,0.00140252454417952,0.503506311360449,0.00140252454417952,0,0.0126227208976157,0.0687237026647966,0.08835904628331,0,0.0378681626928471,0,0,0,0.00280504908835905,0,0,0,0,0.00981767180925666,"syllabus457","1999-077","1999-077-01","1999-077-01-01","1999-077-01-01-01","6/19/2000",1,"530 U.S. 290",1999,1607,"Rehnquist","99-62","SANTA FE INDEPENDENT SCHOOL DISTRICT v. JANE DOE, INDIVIDUALLY AND AS NEXT FRIEND FOR HER MINOR CHILDREN, JANE AND JOHN DOE, et al.","3/29/2000","",21,51,239,NA,1,NA,NA,0,121,NA,25,NA,1,11,3,2,1,2,0,0,0,0,30170,3,2,0,2,NA,2,203,"",103,103,1,6,3,"No"
"458",457,0.00523560209424084,0.0157068062827225,0,0.670157068062827,0,0,0.0104712041884817,0.240837696335079,0.00523560209424084,0,0,0,0,0,0,0,0,0.0523560209424084,0,0,"syllabus458","1999-087","1999-087-01","1999-087-01-01","1999-087-01-01-01","6/28/2000",7,"530 U.S. 793",1999,1607,"Rehnquist","98-1648","GUY MITCHELL, et al. v. MARY L. HELMS, et al.","12/1/1999","",19,22,25,22,1,NA,NA,0,75,NA,25,NA,0,12,3,2,1,3,0,1,1,0,30180,3,1,0,1,NA,2,203,"",108,102,1,6,3,"No"
"459",458,0,0.374760994263862,0,0.145315487571702,0.00573613766730402,0,0,0.0611854684512428,0.369024856596558,0.017208413001912,0,0.00573613766730402,0.0152963671128107,0,0,0.00382409177820268,0.00191204588910134,0,0,0,"syllabus459","2000-028","2000-028-01","2000-028-01-01","2000-028-01-01-01","2/28/2001",1,"531 U.S. 533",2000,1607,"Rehnquist","99-603","LEGAL SERVICES CORPORATION v. CARMEN VELAZQUEZ, et al.","10/4/2000","",373,NA,111,NA,1,73,NA,0,96,NA,22,NA,1,12,6,2,2,2,0,0,0,0,30010,3,2,0,1,NA,2,200,"",106,103,1,5,4,"No"
"460",459,0,0.204419889502762,0.0276243093922652,0.00276243093922652,0.00276243093922652,0,0,0.265193370165746,0.129834254143646,0,0,0,0,0,0,0,0,0.00552486187845304,0.361878453038674,0,"syllabus460","2000-040","2000-040-01","2000-040-01-01","2000-040-01-01-01","4/18/2001",1,"532 U.S. 223",2000,1607,"Rehnquist","99-1613","ROBERT SHAW, et al.  v. KEVIN MURPHY","1/16/2001","",28,31,215,NA,1,NA,NA,0,88,NA,29,NA,0,2,3,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",108,102,1,9,0,"No"
"461",460,0.0670391061452514,0.0726256983240224,0.0707635009310987,0.00558659217877095,0.294227188081937,0,0.00558659217877095,0.173184357541899,0.188081936685289,0,0.00186219739292365,0,0,0,0.0782122905027933,0,0,0,0.00186219739292365,0.0409683426443203,"syllabus461","2000-052","2000-052-01","2000-052-01-01","2000-052-01-01-01","5/21/2001",1,"532 U.S. 514",2000,1607,"Rehnquist","99-1687","BARTNICKI et al. v. VOPPER, AKA WILLIAMS, et al.","12/5/2000","",8,45,226,NA,1,NA,NA,0,110,NA,23,NA,1,2,4,2,3,2,0,0,0,0,30040,3,2,0,1,NA,2,200,"",103,103,1,6,3,"No"
"462",461,0.00531914893617021,0.226063829787234,0,0.558510638297872,0,0.00531914893617021,0,0.118351063829787,0.0771276595744681,0,0,0,0,0.00265957446808511,0,0,0.00265957446808511,0,0.00132978723404255,0.00265957446808511,"syllabus462","2000-071","2000-071-01","2000-071-01-01","2000-071-01-01-01","6/11/2001",1,"533 U.S. 98",2000,1607,"Rehnquist","99-2036","GOOD NEWS CLUB, et al. v. MILFORD CENTRAL SCHOOL","2/28/2001","",130,NA,21,37,1,NA,NA,0,95,NA,22,NA,1,2,2,2,1,4,0,1,0,0,30170,3,1,0,2,NA,2,200,"",108,102,1,6,3,"Yes"
"463",462,0.00196850393700787,0.27755905511811,0.00196850393700787,0,0,0,0,0.122047244094488,0.234251968503937,0.334645669291339,0,0,0.0137795275590551,0.00590551181102362,0,0,0,0.00196850393700787,0,0.00590551181102362,"syllabus463","2000-081","2000-081-01","2000-081-01-01","2000-081-01-01-01","6/25/2001",1,"533 U.S. 405",2000,1607,"Rehnquist","00-276","UNITED STATES AND DEPARTMENT OF AGRICULTURE v. UNITED FOODS, INC.","4/17/2001","",304,NA,152,NA,1,4,NA,0,118,NA,26,NA,0,12,3,2,2,2,0,0,0,0,30020,3,2,0,1,NA,6,600,"7 U.S.C. § 6101",106,102,1,6,3,"No"
"464",463,0,0.0504424778761062,0,0,0,0,0.000884955752212389,0.0256637168141593,0.175221238938053,0,0.0513274336283186,0,0.694690265486726,0,0,0.00176991150442478,0,0,0,0,"syllabus464","2000-082","2000-082-01","2000-082-01-01","2000-082-01-01-01","6/25/2001",1,"533 U.S. 431",2000,1607,"Rehnquist","00-191","FEDERAL ELECTION COMMISSION v. COLORADO REPUBLICAN FEDERAL CAMPAIGN COMMITTEE","2/28/2001","",343,NA,211,NA,1,NA,NA,0,52,NA,30,NA,1,11,2,1,1,3,0,1,0,0,30140,3,2,0,1,NA,3,330,"",107,103,1,5,4,"No"
"465",464,0.000755857898715042,0.314436885865457,0,0,0,0,0,0.0687830687830688,0.17687074829932,0.437641723356009,0,0,0,0,0,0,0.000755857898715042,0,0,0.000755857898715042,"syllabus465","2000-084","2000-084-02","2000-084-02-02","2000-084-02-02-01","6/28/2001",1,"533 U.S. 525",2000,1607,"Rehnquist","00-597","ALTADIS U.S.A. INC., ETC., et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.","4/25/2001","",238,NA,19,26,1,NA,NA,0,80,NA,21,NA,0,2,6,1,3,7,0,1,0,0,30020,3,2,0,4,NA,2,200,"",104,102,1,5,4,"No"
"466",465,0,0.205882352941176,0,0,0.00735294117647059,0,0,0.209558823529412,0.0477941176470588,0,0,0.132352941176471,0,0,0,0.00735294117647059,0,0,0.00367647058823529,0.386029411764706,"syllabus466","2001-017","2001-017-01","2001-017-01-01","2001-017-01-01-01","1/15/2002",1,"534 U.S. 316",2001,1607,"Rehnquist","00-1249","CAREN CRONK THOMAS AND WINDY CITY HEMP DEVELOPMENT BOARD v. CHICAGO PARK DISTRICT","12/3/2001","",207,NA,3,17,1,NA,NA,0,66,NA,27,NA,0,12,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",105,102,1,9,0,"No"
"467",466,0,0.107446808510638,0,0,0.00106382978723404,0.00106382978723404,0,0.0308510638297872,0.311702127659574,0.00106382978723404,0.00106382978723404,0,0,0,0.00212765957446809,0,0,0.543617021276596,0,0,"syllabus467","2001-038","2001-038-01","2001-038-01-01","2001-038-01-01-01","4/16/2002",1,"535 U.S. 234",2001,1607,"Rehnquist","00-795","JOHN D. ASHCROFT, ATTORNEY GENERAL, et al. v. THE FREE SPEECH COALITION et al.","10/30/2001","",1,NA,220,NA,1,NA,NA,0,50,NA,29,NA,1,2,4,2,2,2,0,0,0,0,30200,3,2,0,1,NA,6,600,"18 U.S.C. § 2252",106,103,1,6,3,"No"
"468",467,0,0.0915619389587074,0,0,0,0,0,0.0879712746858169,0.285457809694794,0.524236983842011,0.00538599640933573,0,0,0.00179533213644524,0.00179533213644524,0,0,0,0,0.00179533213644524,"syllabus468","2001-041","2001-041-01","2001-041-01-01","2001-041-01-01-01","4/29/2002",1,"535 U.S. 357",2001,1607,"Rehnquist","01-344","TOMMY G. THOMPSON, SECRETARY OF HEALTH AND HUMAN SERVICES, et al. v. WESTERN STATES MEDICAL CENTER et al.","2/26/2002","",363,NA,144,NA,1,40,NA,0,90,NA,29,NA,0,11,6,2,2,2,0,0,0,0,30020,3,2,0,1,NA,2,200,"",104,104,1,5,4,"No"
"469",468,0,0,0.0119047619047619,0.0119047619047619,0,0,0,0.267857142857143,0.119047619047619,0.0238095238095238,0,0,0,0.0297619047619048,0,0,0,0,0,0.535714285714286,"syllabus469","2001-044","2001-044-01","2001-044-01-01","2001-044-01-01-01","5/13/2002",7,"535 U.S. 425",2001,1607,"Rehnquist","00-799","CITY OF LOS ANGELES v. ALAMEDA BOOKS, INC., et al.","12/4/2001","",3,6,117,NA,1,NA,NA,0,48,NA,29,NA,0,10,2,2,1,4,0,1,0,0,30190,3,1,0,2,NA,2,200,"",104,102,1,5,4,"No"
"470",469,0,0.401759530791789,0,0,0,0,0,0.222873900293255,0.13782991202346,0,0,0,0,0,0.00293255131964809,0,0,0.222873900293255,0.0117302052785924,0,"syllabus470","2001-046","2001-046-01","2001-046-01-01","2001-046-01-01-01","5/13/2002",1,"535 U.S. 564",2001,1607,"Rehnquist","00-1293","JOHN ASHCROFT, ATTORNEY GENERAL v. AMERICAN CIVIL LIBERTIES UNION, et al.","11/28/2001","",1,NA,207,NA,1,NA,NA,0,109,NA,23,NA,0,11,2,2,1,5,0,1,0,0,30200,3,1,0,1,NA,6,600,"47 U.S.C. § 231",108,102,1,8,1,"No"
"471",470,0,0.251004016064257,0,0,0,0,0,0.142570281124498,0.216867469879518,0,0.00200803212851406,0.00602409638554217,0,0,0,0.112449799196787,0,0.00803212851405622,0,0.261044176706827,"syllabus471","2001-063","2001-063-01","2001-063-01-01","2001-063-01-01-01","6/17/2002",1,"536 U.S. 150",2001,1607,"Rehnquist","00-1737","WATCHTOWER BIBLE AND TRACT SOCIETY OF NEW YORK, INC., et al. v. VILLAGE OF STRATTON et al.","2/26/2002","",130,NA,3,41,1,NA,NA,0,104,NA,26,NA,1,11,2,1,4,4,0,1,0,0,30160,3,2,0,2,NA,2,200,"",103,103,1,8,1,"No"
